,SubAntioquia,SubArauca,SubAtlantico,SubBogota,SubBolivar,SubBoyaca-Casanare,SubCaqueta,SubCauca-Narinno,SubCerromatoso,SubCordoba-Sucre,SubCQR,SubGCM,SubHuila-Tolima,SubMeta,SubNorteSantander,SubPutumayo,SubSantander,SubValle,Exports
2022-01-27 13:00:00,-1353643.899,-173223.74790000002,-987396.46992,-2883985.8100199997,-638658.97704,-362335.50864,-116552.05128,-319159.82448,-274443.21324,-539202.2743800001,-510452.0127,-816615.0909,-416065.67478,-290420.05104,-305978.16186,-30595.68036,-571579.57836,-1160691.4090800001,-1781.6274
2022-01-27 14:00:00,-1357014.675,-174469.9131,-1005013.4408999999,-2867317.0154999997,-646332.01164,-377973.11663999996,-118765.78434,-323661.61422,-278822.34702,-560985.92298,-522726.80669999996,-840873.21318,-429732.36936,-306115.08732,-319945.13082,-31680.207720000002,-583793.42364,-1181757.89718,-2496.879
2022-01-27 15:00:00,-1359296.483,-173122.85214,-1001495.46294,-2850569.42688,-645337.5868800001,-371854.28448,-119749.81536,-330810.10578,-279746.08074,-562837.1868,-518473.98036000005,-833123.5453799999,-430116.05196,-310011.70410000003,-319670.07282,-32068.04958,-585374.3343,-1187986.4262,-2112.3774
2022-01-27 16:00:00,-1331451.869,-171531.5931,-967677.9600600001,-2803184.6875199997,-632934.83358,-376591.66650000005,-119978.80398,-335692.69776,-277692.5088,-548391.38886,-516980.09286000003,-803264.1359400001,-425037.21246,-331925.67324000003,-313105.35564,-32269.570200000002,-575870.22108,-1172697.25104,0.0
2022-01-27 17:00:00,-1291187.818,-173575.41894,-937264.63194,-2800487.8944,-615127.24854,-377199.97056,-126593.74979999999,-348025.14684,-277407.16542,-546380.81568,-518143.28706,-798299.1639,-415074.38616,-337611.89447999996,-312531.40421999997,-32154.02946,-570860.09316,-1141042.35924,0.0
2022-01-27 18:00:00,-1485488.182,-184699.39446,-1031452.4052,-2992008.28122,-683958.29922,-417125.93958,-141308.63712,-409928.13036,-301359.40254,-668244.0366,-590063.7267,-912674.18088,-466298.2107,-353957.73966,-327179.05038000003,-34545.95172,-601447.59234,-1265272.4196,-2913.7878
2022-01-27 19:00:00,-1469443.306,-184898.45051999998,-1028166.56334,-2965048.5627,-680940.1783799999,-405876.64194,-137303.0505,-409612.02786000003,-302953.67928000004,-667637.6931,-584171.17542,-918252.15048,-460503.89532,-351256.42566,-311117.69682,-35995.43808,-585730.9206,-1239893.73648,-2532.6252
2022-01-27 20:00:00,-1408043.678,-181670.93784000003,-1038779.1855,-2915694.55296,-680703.29208,-384584.19804,-126726.82596,-384930.56196,-303360.96294,-671609.2698,-562869.78426,-933146.8145999999,-456870.75714,-342576.7254,-302945.28390000004,-35511.66612,-563977.9492200001,-1199362.24044,0.0
2022-01-27 21:00:00,-1210608.754,-175138.07723999998,-992312.4645,-2639518.94304,-645023.25216,-368991.90216,-108467.35578,-342088.8093,-294951.9951,-617934.0006,-514510.9263,-893989.10664,-415222.99056,-342715.56228,-291357.65358,-31873.625279999997,-534801.54924,-1086354.91944,0.0
2022-01-27 22:00:00,-1097242.159,-169693.5303,-993539.5621200001,-2389743.50706,-644841.15696,-338534.41482,-93196.39013999999,-298027.72566,-291895.25778,-607392.0027000001,-456004.63944,-885992.96772,-382441.4874,-321997.79556,-275296.6944,-28164.7422,-500136.2919,-1002576.73446,0.0
2022-01-27 23:00:00,-983356.209,-164627.74944,-972400.7563199999,-2172623.45202,-637628.166,-319914.50904000003,-81947.3571,-259376.6007,-288095.08392,-578726.7128999999,-410284.56168,-857058.6528,-350643.53772,-303586.65035999997,-259017.97068,-24553.99926,-468075.03498000005,-915179.75892,0.0
2022-01-28 00:00:00,-890799.623,-161813.043,-955851.80796,-2016764.1143999998,-634184.44236,-313210.8504,-74321.17938,-233705.52701999998,-278175.26394,-551764.79064,-369375.6402,-834258.64536,-320467.28994,-282859.18794,-244074.21821999998,-21830.42736,-434439.9423,-857309.82624,-3884.706
2022-01-28 01:00:00,-854277.948,-159711.24204,-924826.54068,-1928055.21426,-616815.8703000001,-310442.0445,-70886.4093,-223453.98054000002,-274420.72602,-532770.71526,-354445.27776,-802080.78804,-310779.93617999996,-276018.48666,-236937.72942000002,-20669.40162,-417556.54584,-826723.75716,-2149.8624
2022-01-28 02:00:00,-829298.529,-158509.95426,-896264.20296,-1874226.7315800001,-605034.0576000001,-303211.16028,-68742.03546,-217574.83062000002,-271931.20290000003,-513915.53724,-346191.03036000003,-775306.43946,-304068.83094,-271099.85112,-229151.6766,-20101.8573,-404598.30893999996,-805658.50134,-1166.8229999999999
2022-01-28 03:00:00,-833574.127,-157581.89874,-870152.1834600001,-1882001.1256199998,-592722.8622,-301595.22036,-67791.2193,-219310.47936,-270450.33876,-501930.30006,-342418.81464,-753537.40686,-300738.52746,-268868.78676,-224983.33956000002,-19591.80804,-397366.51626,-796183.19172,-2836.2978000000003
2022-01-28 04:00:00,-879815.95,-157576.97844,-857966.8230000001,-1987696.95264,-578308.24296,-305924.32962,-69626.25936,-227044.43748,-269586.37062,-494708.41224,-353042.64324,-736535.898,-295271.53992,-274631.00616,-224719.2234,-19757.481659999998,-398458.49778,-813101.38182,-3670.6571999999996
2022-01-28 05:00:00,-961805.024,-158668.3854,-844150.83228,-2148126.82434,-564955.37028,-311113.95966,-74659.45913999999,-255111.95682,-268239.29076,-487376.65242000006,-372146.85522,-701152.70778,-299557.70334,-271794.18293999997,-227901.50082,-20717.68104,-405728.26938,-844974.81432,-173.11139999999997
2022-01-28 06:00:00,-1058773.458,-160829.08254,-818882.94222,-2378072.33244,-539395.41726,-323069.43564000004,-82570.0554,-286452.58698,-262472.89446,-452872.45457999996,-403222.01598,-653807.8915200001,-304084.29492,-263731.64201999997,-232570.07676,-21650.25996,-418638.47256,-864895.70664,-514.5588
2022-01-28 07:00:00,-1155987.873,-163455.87762,-857479.0026599999,-2631524.6916,-557212.69548,-341240.75622,-94957.83611999999,-306100.07064,-265489.57638,-461730.24072,-447761.72448,-667359.39816,-337772.99555999995,-244395.52956,-259779.87756,-23724.00702,-470522.96172,-958061.48382,-5463.5112
2022-01-28 08:00:00,-1227880.015,-165928.20552,-911251.73538,-2781672.10146,-586424.0277,-362207.55942,-104106.11274000001,-315667.75464,-265674.21426000004,-484957.22814,-468265.05054,-698877.9100800001,-364537.03104,-257170.17437999998,-287140.79016000003,-26832.025080000003,-514306.83276,-1040628.3804,-18.3582
2022-01-28 09:00:00,-1267067.6,-168114.03965999998,-943436.3135400001,-2848047.22188,-604315.14696,-365569.5078,-110755.98702,-318561.88769999996,-268580.19888,-494913.29202,-493651.78757999995,-721172.41938,-382196.5434,-259318.53108000002,-303456.27312,-28526.98842,-538672.7178,-1100916.92088,-2359.8666000000003
2022-01-28 10:00:00,-1319362.172,-170296.29918,-961823.2617,-2913795.02106,-614594.15262,-371665.96614000003,-120875.57748,-327149.85366,-269096.4297,-502656.40530000004,-516729.66786000005,-742417.8841799999,-401209.42932,-275194.59282,-314322.12756,-29841.45948,-561142.67832,-1157610.3197400002,-1601.3088000000002
2022-01-28 11:00:00,-1368986.07,-172056.74094000002,-972688.66506,-2966633.7989399997,-624844.83474,-380258.70246,-124357.11246,-337493.01852000004,-270711.08946,-518408.4339,-534827.86938,-769099.0671,-420285.10104,-287489.43215999997,-317276.2845,-31285.33002,-575386.49322,-1187622.69444,-970.4772
2022-01-28 12:00:00,-1385466.447,-169623.52344000002,-961575.86322,-2965083.03252,-623579.7267,-372116.50685999996,-116431.10766000001,-326594.3562,-269559.21384,-514152.99936,-531547.30314,-786913.80012,-408259.49598,-278134.7121,-297057.80538,-30419.32068,-559988.18568,-1168957.01664,-11.7558
2022-01-28 13:00:00,-1354514.572,-172795.59738000002,-980880.78186,-2898811.29258,-628885.31454,-363760.20954,-115240.46687999999,-318460.79916,-272718.5958,-532770.55524,-521009.29188000003,-819634.02696,-409515.12,-281531.67965999997,-307819.92402,-30769.63092,-568140.1866,-1164647.5092,0.0
2022-01-28 14:00:00,-1341989.074,-174304.24956,-979470.0127800001,-2885653.00044,-640950.0829200001,-372109.93596000003,-117465.012,-320819.14746,-276917.2623,-549796.98312,-514603.82736,-843363.14076,-427452.21036,-287606.45844,-325416.24864,-32519.64996,-583731.4392,-1183890.2607,-1695.96
2022-01-28 15:00:00,-1336866.768,-174783.82698,-967308.80274,-2869990.7355,-632650.90266,-376479.25685999996,-118602.225,-329651.90748,-277260.37794,-549786.64608,-517929.83172,-832166.37,-428652.4725,-291860.79804,-325751.1516,-32381.198640000002,-584114.5926,-1190009.14452,-1843.758
2022-01-28 16:00:00,-1312013.509,-174066.15114,-949226.4734400001,-2823128.8369199997,-617996.6037,-371046.28176,-117958.67874,-336609.90719999996,-274990.15152,-538447.79268,-512380.69092,-802561.02696,-422063.57592000003,-317888.60922,-318762.96353999997,-31737.386519999996,-573780.58794,-1167916.55904,0.0
2022-01-28 17:00:00,-1298247.653,-176226.60762,-924734.25576,-2812468.58928,-618309.54108,-377278.67772,-124155.09666,-349284.28625999996,-277289.96274,-550224.5905800001,-512284.7142,-796107.31326,-412859.17637999996,-337035.36006,-316470.18942,-32015.816280000003,-574084.2114,-1137981.59118,0.0
2022-01-28 18:00:00,-1480667.757,-187334.42238,-1018104.20082,-2968889.78358,-702476.18784,-418304.62422000006,-139953.8133,-409497.45606000006,-300792.59784,-672014.64456,-575852.78646,-907535.4145200001,-460805.2029,-354438.66780000005,-333089.54280000005,-36370.45314,-598607.3898,-1269557.41374,-5134.4244
2022-01-28 19:00:00,-1454161.474,-187044.23682,-1012882.8906,-2935688.1183,-686806.49772,-405228.31902,-135837.1035,-408918.70404,-301632.5214,-666293.94594,-571201.58088,-913973.0985,-456311.84634000005,-349583.13305999996,-313049.68758,-36735.1236,-582479.07102,-1242305.60076,-1411.3259999999998
2022-01-28 20:00:00,-1389846.557,-183702.62988000002,-1013507.98164,-2871683.60346,-679595.63238,-395211.83561999997,-124967.97558000001,-385393.95593999996,-301629.8817,-666834.96852,-550687.04712,-925891.58718,-458289.86616,-342073.50534,-303243.5952,-34964.12052,-559188.2016,-1199066.72382,0.0
2022-01-28 21:00:00,-1190497.02,-176947.7724,-962064.89568,-2610937.01358,-642876.0408000001,-361196.80884,-107305.2162,-339615.9018,-292719.10122,-608576.7151799999,-501298.3458,-884218.4379,-413802.50058000005,-341329.1301,-290214.99864,-31648.27932,-526965.22494,-1083793.69098,-341.712
2022-01-28 22:00:00,-1081928.579,-171512.83674,-962704.49184,-2381271.34896,-642909.07296,-342650.55257999996,-92274.00336,-297513.28908,-289961.18046,-594398.26026,-448768.0575,-876183.52752,-386059.5144,-321356.20482,-277193.5488,-28247.1714,-494641.09674,-1000993.01274,0.0
2022-01-28 23:00:00,-978320.93,-166617.73926,-940594.4793000001,-2180388.9492,-631418.99058,-324745.37172,-81732.43764,-260582.12081999998,-286691.68962,-569212.65576,-406105.41761999996,-853237.6536600001,-355399.55766,-303607.83222000004,-263531.6271,-24765.441120000003,-462240.62892,-923412.5964,-910.2492
2022-01-29 00:00:00,-899184.896,-159680.75004,-920501.1421200001,-2039768.26452,-622390.54122,-316132.33302,-73318.28868,-237986.41356000002,-275357.3067,-547510.34646,-377315.65871999995,-797959.66824,-329983.35048,-286019.01594,-249620.16744000002,-22445.476199999997,-438272.36334,-872344.80018,-2608.3134
2022-01-29 01:00:00,-852038.684,-157698.5256,-892579.98564,-1946088.0117,-607680.0324,-314718.16193999996,-68917.09608,-227257.90038,-272179.95462,-529285.7593800001,-357283.76292,-771647.1222600001,-315722.07324,-278075.39634,-240539.86278,-20947.6323,-420482.51658,-838394.9947800001,-1680.5124
2022-01-29 02:00:00,-827713.984,-156317.53410000002,-868153.7718000001,-1888869.74976,-593431.77474,-309897.76482,-69905.63664,-220430.8701,-270115.03386,-513619.48386,-344687.67143999995,-747586.8855000001,-305123.25312,-272381.0733,-232941.0006,-19893.51378,-407021.67576,-818009.99154,0.0
2022-01-29 03:00:00,-822661.507,-155320.78716,-847640.3229,-1881817.52724,-580116.06072,-308868.48720000003,-67519.87326000001,-219647.97791999998,-269930.50938,-499926.08106000006,-341812.2204,-725691.67776,-301288.04244,-269645.37264,-228590.61875999998,-19422.56736,-399476.15946,-807206.59656,-2291.8518
2022-01-29 04:00:00,-861926.8,-155150.6544,-834068.9435400001,-1945096.5290400002,-568715.1876000001,-310583.24388,-68974.33662,-224198.36208000002,-266634.91386,-495005.31486,-346821.71076,-712747.4407200001,-296675.1144,-274706.30628,-227253.14514,-19514.006820000002,-397871.17397999996,-807031.6783200001,-2018.6964
2022-01-29 05:00:00,-914313.677,-154774.26594,-818887.88268,-2022446.50524,-556719.51384,-307211.56200000003,-71124.04908000001,-239995.28574,-265095.9486,-491102.6148,-352664.09766,-681300.6971400001,-296026.34544,-270399.16890000005,-227037.88296000002,-19627.621020000002,-400030.76862000005,-810137.53674,-1424.4804
2022-01-29 06:00:00,-980381.847,-155067.20838,-792003.2589,-2207174.16528,-533374.65342,-317428.10064,-76172.00472,-257891.03046,-260983.611,-457272.71226000006,-375673.79808000004,-643139.2422,-293027.50512,-258777.13302,-228596.07708000002,-20462.79564,-408864.64248000004,-822311.86716,-245.4354
2022-01-29 07:00:00,-1081235.629,-159115.84416,-814600.30554,-2446297.76664,-537050.4741,-335578.30614,-87800.53338000001,-288990.5634,-261674.3745,-453022.33284,-424366.79922000004,-645961.41288,-325833.56316,-236820.29489999998,-252376.38846,-22828.13946,-453062.63393999997,-897959.71188,-5009.4702
2022-01-29 08:00:00,-1156301.997,-162631.79478,-869297.3339399999,-2633939.61516,-550134.90756,-350216.86517999996,-97277.20884,-305955.06228,-263953.86948,-462538.64412,-455746.42134,-667277.9568,-357822.52758,-249606.85176000002,-275353.2747,-25741.10322,-491957.53109999996,-975961.2857400001,-271.4292
2022-01-29 09:00:00,-1209419.387,-164995.64172,-892942.4599199999,-2732914.6286400002,-568316.9331,-357377.62032,-104135.50476,-313522.69158,-263387.56247999996,-476081.34588,-483940.80378,-687619.0238399999,-378125.59932,-250490.13192,-290740.72356,-27872.70948,-519031.29726,-1042678.70154,-795.9798000000001
2022-01-29 10:00:00,-1264677.526,-166903.57152,-913393.7631000001,-2803319.1559800003,-581457.6432,-359562.64428,-111535.36758,-322306.23600000003,-265313.57706,-486824.9337,-504679.14252,-708193.017,-391926.24324000004,-271315.92348,-301374.71028,-29629.023480000003,-542445.69078,-1085369.16726,-4180.7556
2022-01-29 11:00:00,-1310118.469,-168668.3691,-923714.08668,-2840104.29276,-586957.7385,-363697.05456,-116780.39478,-329592.60054,-266252.18004,-503395.893,-518846.89374,-734860.88046,-409508.60454000003,-280630.55663999997,-306372.92994,-31030.457220000004,-555674.9448599999,-1117667.31678,0.0
2022-01-29 12:00:00,-1301073.418,-167486.0229,-909825.0386399999,-2816237.60838,-586415.46096,-354101.1201,-114561.16308000001,-325233.98082,-269162.54694,-502985.6811,-516685.84757999994,-744410.6699399999,-408588.22494,-273002.7699,-294604.6824,-30687.192900000002,-545009.36616,-1108519.40304,-2111.4324
2022-01-29 13:00:00,-1252235.767,-168576.59196,-921945.14874,-2708339.1388200005,-592562.29284,-360947.01762,-111281.39694,-315238.45626,-273309.34932,-506994.7617,-505028.81393999996,-767663.4268799999,-405669.2094,-271228.43034,-296811.80802,-30445.08516,-536819.76684,-1079053.9956,0.0
2022-01-29 14:00:00,-1217614.137,-169612.76807999998,-929286.4077,-2604838.8126600003,-596771.47152,-360670.13388,-110868.79733999999,-314299.25352,-270844.92666,-515003.46786000003,-484590.45222000004,-785086.8165000001,-404752.3893,-267832.4544,-298359.73692,-30460.64868,-534960.75402,-1059677.1284400001,-1652.3766
2022-01-29 15:00:00,-1200455.216,-168848.39916,-923460.42852,-2558733.11694,-592196.32836,-364133.0826,-110301.03504,-316576.17054,-274379.2758,-512262.16902000003,-484334.53992,-778394.9577599999,-404862.62922,-276595.98876,-295724.35368,-30251.78226,-530985.6468,-1046210.73858,-2411.955
2022-01-29 16:00:00,-1183906.057,-167146.63056000002,-898549.48764,-2517408.79614,-586903.59378,-359538.2973,-110087.20422000001,-320683.38624,-270566.92026000004,-507544.58538,-480937.92264000006,-754808.9093999999,-399625.67232,-303301.04364,-287858.71674,-29909.09376,-521832.30246,-1034998.3828799999,-444.591
2022-01-29 17:00:00,-1190186.738,-170945.37558,-902358.5193,-2558768.79132,-595429.97598,-372881.17818000005,-118228.59216,-333678.06234,-275187.78,-531460.2699,-490519.09745999996,-774185.07978,-396414.07469999994,-321335.59374000004,-291098.70594,-30421.877220000002,-531303.91776,-1045708.21026,0.0
2022-01-29 18:00:00,-1394229.969,-180980.14662,-1016186.3926199999,-2763272.07954,-686872.58724,-418034.77002,-135592.22754,-397849.61286000005,-300843.36072,-667502.96886,-556773.77322,-894918.48264,-447631.6509,-346513.18968,-319590.02376,-35751.37104,-572743.39752,-1208417.9801399999,-3415.2678
2022-01-29 19:00:00,-1370775.313,-180163.69434000002,-1016877.71556,-2745826.06662,-692596.1435400001,-417178.05444000004,-133637.00868,-401590.75320000004,-301010.86512,-669959.14356,-552208.01202,-894578.25366,-446347.20564,-345432.99924,-303544.41012,-36372.32172,-561347.8227,-1180757.94102,-631.8522
2022-01-29 20:00:00,-1309218.33,-177097.7754,-1018469.9574,-2699555.2995599997,-692217.26658,-386559.7155,-123161.42412,-375877.80846000003,-298309.43268,-665954.63676,-529815.7128600001,-896389.1974800001,-432247.7124,-337252.58658,-295334.4807,-34501.3263,-540162.2356199999,-1154297.93598,0.0
2022-01-29 21:00:00,-1098390.184,-171371.17242,-957190.10436,-2433979.81134,-647553.63582,-356637.88188000006,-108826.9875,-329183.05644,-286914.41478,-597400.8301799999,-480475.80126,-853252.59222,-400958.93502,-335449.51902,-282543.40296,-31280.03802,-510246.21942,-1009131.9777,-1418.1174
2022-01-29 22:00:00,-998275.401,-167185.97784,-957123.14796,-2218198.46472,-645677.2476,-333479.38428,-94367.90034000001,-285884.25012,-284102.27622,-587620.8576,-430228.62792,-845795.48256,-375656.80572,-318843.03402,-271426.85136,-28140.56658,-481658.72832,-928886.10822,-607.5972
2022-01-29 23:00:00,-914671.057,-163479.25314,-946615.7609999999,-2046484.7046,-636725.66832,-321317.57574,-83568.62556,-252884.76192000002,-278791.63956,-570945.3309000001,-392364.3906,-827959.35348,-353337.65963999997,-303584.05602,-260754.31368,-25212.58236,-456927.93972,-863624.13732,-11.629800000000001
2022-01-30 00:00:00,-840405.598,-164722.43466,-914110.76988,-1899636.90084,-610511.37588,-299804.86242,-78906.14046000001,-230666.1588,-278026.26264,-544954.93038,-362931.27444,-797826.2972400001,-330263.85294,-279118.20006,-241186.869,-22992.62112,-430115.54922000004,-812551.71816,-2149.812
2022-01-30 01:00:00,-795999.618,-162541.59012,-884421.19836,-1812477.70872,-599725.52892,-290868.05538,-74596.09625999999,-217856.65482,-271252.19268000004,-528988.50396,-338652.83592,-772278.48684,-315702.02916,-278544.29652000003,-233651.73258,-21727.7991,-413977.10507999995,-775772.53614,-1351.6776
2022-01-30 02:00:00,-766240.268,-161000.32662,-858416.9894999999,-1747157.71734,-582374.50614,-292964.3199,-71932.52934000001,-209951.04186,-268684.02791999996,-514841.69646,-330827.80752,-747132.62652,-304838.2827,-272913.2343,-226496.02122,-20867.20902,-399914.00441999995,-749498.7074399999,-1284.381
2022-01-30 03:00:00,-754271.688,-159739.90956,-836929.28844,-1718964.56592,-552117.03246,-286613.63766,-70219.41318,-204420.73049999998,-266856.45587999996,-503268.87366,-325770.71814,-727016.10786,-296940.29904,-268344.76158,-220847.09346,-20230.1757,-389706.40296,-727935.91542,-884.3562000000001
2022-01-30 04:00:00,-757406.706,-159467.0868,-818068.4883,-1721507.55966,-539649.28332,-284891.06646,-70398.0711,-202146.64596,-266651.5761,-496229.42376,-324506.10654,-707674.88736,-293596.31196,-272545.65072,-215503.25201999999,-18951.14592,-385972.76592000003,-726181.95762,-915.6672000000001
2022-01-30 05:00:00,-771747.692,-158418.51606,-794280.95838,-1714111.50834,-526988.67732,-288369.91260000004,-70811.10036,-209250.6129,-264607.371,-486331.29468,-324711.47897999996,-682547.1030000001,-288767.89494,-265411.01034000004,-211547.99862,-19571.842080000002,-379595.73204000003,-712077.43194,-224.06580000000002
2022-01-30 06:00:00,-789857.603,-157807.63152,-751522.7386800001,-1770692.68152,-498117.60054,-285354.12276,-72764.41158,-217554.74748,-260357.00040000002,-449789.1174,-316995.03234,-636222.18744,-279529.28640000004,-247719.4965,-206887.82562000002,-19887.72534,-372791.18142,-689990.44464,-336.0168
2022-01-30 07:00:00,-851538.694,-160778.57166,-760897.7220600001,-1956188.7601200002,-495296.30556,-299657.9943,-79788.93804,-242012.61882,-260209.47582,-440040.14963999996,-348989.88726000005,-631440.08676,-298520.60742,-217568.91618,-217820.30508,-21710.32542,-396817.1676,-732760.5927599999,-2147.4936
2022-01-30 08:00:00,-923866.933,-162616.30308,-784642.20912,-2142978.67602,-507232.29564,-314333.7687,-87115.06188,-262826.42274,-260964.8685,-434100.33576,-381116.58354,-637471.3086,-321066.48546,-222175.93734,-230801.62140000003,-23655.429000000004,-423385.06014,-782716.52214,-3139.7814
2022-01-30 09:00:00,-990146.441,-165586.40154000002,-805516.83828,-2272140.8274600003,-522008.77554,-330032.93652,-92754.55224,-278012.09646000003,-260733.35736,-435243.03858,-407696.33142,-644807.46456,-339688.54836,-227399.96034000002,-242234.06886,-26280.15264,-446433.9894,-836678.1011399999,0.0
2022-01-30 10:00:00,-1042000.914,-166945.85082,-825978.63726,-2356490.3304600003,-530989.44192,-340356.41136,-97500.87522,-285273.30384,-261478.81116,-440966.91492,-426853.54152,-661536.6193799999,-352417.17042000004,-245486.57489999998,-251208.1026,-27728.714160000003,-466062.07788,-878989.0951800001,0.0
2022-01-30 11:00:00,-1087854.614,-168329.43540000002,-843860.33046,-2399516.0317800003,-545517.64386,-335171.82006,-104495.68584,-293832.63378,-262677.66588,-455595.35364,-445639.22172000003,-686954.9295,-362768.57064,-249087.04002000001,-257123.24442,-29121.45894,-476511.33473999996,-907652.61846,-1930.7988000000003
2022-01-30 12:00:00,-1109854.749,-168544.53504,-852968.0943000001,-2405733.8533199998,-561221.46612,-336400.1676,-103732.38918000001,-294040.84122,-263459.96208,-468367.70022,-448419.03245999996,-706869.4890599999,-370388.43198,-253637.24148,-260693.4771,-29436.04944,-479082.02958,-933388.90218,0.0
2022-01-30 13:00:00,-1095397.481,-168404.50116,-861785.55792,-2352066.90516,-574272.63936,-329993.70012,-104109.30054000001,-285468.39467999997,-266006.5002,-477450.68994,-443926.60074,-726383.72268,-365474.86038,-252818.181,-261749.83338,-28770.71148,-475410.97548,-928798.3391399999,-1611.3257999999998
2022-01-30 14:00:00,-1058426.093,-168682.74065999998,-862798.14306,-2276237.83464,-573916.05306,-320447.1186,-99981.01512000001,-278383.57848,-269186.55498,-483440.24358,-428540.60214,-748543.22298,-365080.45518,-246304.48625999998,-263289.85829999996,-28350.31752,-472722.63318000006,-905122.3519799999,-400.3146
2022-01-30 15:00:00,-1039471.818,-168208.39602000001,-857619.64638,-2224746.5373,-570294.65304,-323864.00424,-99964.95767999999,-277178.35824,-269343.79794,-475664.70545999997,-427342.75038,-743737.5666,-362439.67536000005,-243349.16382000002,-260540.81298000002,-28024.59492,-470906.70984,-895918.4514,-786.2651999999999
2022-01-30 16:00:00,-1026697.91,-166624.164,-838901.0876399999,-2201741.58204,-557904.72906,-321860.57904000004,-99875.25954,-279009.92826,-267386.7798,-474798.16188,-428721.4953,-721561.58172,-360607.65048,-273566.31246000004,-255696.14826000002,-27921.57732,-466351.515,-890708.1876000001,-1079.6436
2022-01-30 17:00:00,-1036363.023,-171667.78902,-848297.61324,-2275608.60828,-568955.52756,-330762.94272,-106879.21272,-290808.84672,-272047.4631,-502387.5717,-435559.49514,-740212.69644,-359294.60196,-296571.27654,-260685.71424,-28537.287659999998,-478129.68378,-899846.18892,0.0
2022-01-30 18:00:00,-1229758.594,-184945.54301999998,-961593.7716000001,-2529094.31964,-650307.22974,-387093.06972,-128222.87058,-359374.88286,-301507.68438,-636995.97612,-509900.99958,-879700.8213000001,-413792.12826,-318223.49328,-290997.72198000003,-34127.09622,-524711.2311,-1061264.3365800001,-1524.0456
2022-01-30 19:00:00,-1232185.005,-184049.46882,-973037.53134,-2557693.82736,-647983.61586,-383312.88576,-126678.2013,-369668.32055999996,-298980.00216,-642130.67142,-516116.03148,-875561.56632,-427546.45836,-322251.46128,-281633.1273,-34747.69158,-523949.07096000004,-1051865.55306,-2515.6782
2022-01-30 20:00:00,-1191981.422,-180955.60685999997,-988947.7844400001,-2548294.09002,-654998.52726,-375242.78609999997,-118966.89042,-349094.90574,-297820.5741,-645287.2965,-501448.13838,-889939.4376599999,-416812.32684,-318997.12320000003,-281631.65436,-33377.3748,-514170.19080000004,-1037576.48274,0.0
2022-01-30 21:00:00,-1043067.62,-174584.14218,-951946.6698,-2315115.90828,-626050.68876,-343064.58732000005,-104364.17838000001,-306098.31042,-288260.30646,-594820.35396,-462359.98242,-855532.34046,-385252.92918000004,-321447.76146,-274647.83346,-30386.93994,-493277.18832,-962187.4521,0.0
2022-01-30 22:00:00,-981403.762,-169700.23223999998,-961311.8214,-2133178.19946,-629036.33184,-325136.89655999996,-90036.01404,-270922.67622,-286789.36104,-582821.38656,-424453.4154,-848044.1818799999,-360479.85624,-304919.01846,-263639.33694,-27341.49978,-468187.60464,-910324.2267000001,-2242.9764
2022-01-30 23:00:00,-903451.2,-165041.04708,-946756.32534,-1961689.4577000001,-620770.8238199999,-312841.22436,-81000.25164,-241869.62646,-282493.2222,-564801.86574,-381398.63202,-824183.21286,-335932.69878000004,-289081.0062,-252524.06172,-24115.32396,-441436.6467,-853138.944,-559.3266
2022-01-31 00:00:00,-854891.809,-164570.32872,-910718.23248,-1840667.2704,-611802.92124,-316698.57701999997,-73131.22656000001,-221159.2383,-277464.28878,-563122.82502,-365918.14476000005,-793016.03052,-317579.21874000004,-284517.56718,-239875.07166,-20997.76014,-424470.56526,-826111.0368000001,-4793.4936
2022-01-31 01:00:00,-814207.196,-162435.0042,-893700.0891000001,-1759706.7137999998,-598839.88752,-305441.85924,-70213.21776,-212166.62964,-271806.26003999996,-545280.05574,-345689.17362,-765383.2401599999,-306503.17614,-278786.5983,-231428.77758,-19933.20756,-405526.25358,-796744.77498,-27.468
2022-01-31 02:00:00,-797700.699,-161011.26846000002,-869473.63818,-1721567.21814,-577569.65868,-310169.6892,-68117.2758,-205213.65228,-270138.77226,-530048.10852,-338339.88090000005,-741636.62874,-299131.10261999996,-276691.28634,-225896.42502000002,-19241.44362,-385591.74444000004,-781051.9525199999,-750.7206
2022-01-31 03:00:00,-801632.815,-160067.36088,-810946.1556,-1739058.5267999999,-566795.60784,-300270.0393,-66618.96318,-205470.6255,-268461.79794,-518577.31548,-343035.65898,-722262.06108,-294912.52182,-272875.46076,-220118.75298000002,-19009.45116,-385615.01412,-779892.4740599999,-1442.5992
2022-01-31 04:00:00,-852357.777,-159777.47268,-808246.27296,-1853469.4474799999,-556825.63734,-301751.63424,-68386.78098,-213749.39753999998,-268127.06256,-512807.33574,-350140.20048,-705039.20928,-290527.62228,-278998.51518,-219147.71508,-18966.4146,-388866.45294,-790168.84002,-738.1332000000001
2022-01-31 05:00:00,-943313.442,-161016.90822,-797663.8038600001,-2014538.9607000002,-545146.63686,-306373.87242,-73020.44484,-237736.81386,-267365.79323999997,-464771.35908,-371022.47784,-691424.8299,-296341.6995,-280733.607,-221619.82374000002,-19596.93876,-400431.01518,-818269.87158,-900.2952
